question_id,paper_id,question,gold_answer,predicted_answer,retrieved_chunk_ids,retrieved_section_names,f1,idk,proxy_faithfulness,experiment,condition
d353a6bbdc66be9298494d0c853e0d8d752dec4b,2004.04435,How is correctness of automatic derivation proved?,"empirically compare automatic differentiation (AD, our implementation based on Clad) and numerical differentiation (ND, based on finite difference method)",I don't know.,"['2004.04435_0_1', '2004.04435_2_0', '2004.04435_3_1']","['Introduction', 'Background ::: AD and its Modes', 'Background ::: AD Implementations']",0.5,True,0.0,exp4_chunksize,256
d6e353e0231d09fd5dcba493544d53706f3fe1ab,1912.01852,How is the quality of singing voice measured?,"To compare the conversions between USVC and PitchNet, we employed an automatic evaluation score and a human evaluation score.",I don't know.,"['1912.01852_0_0', '1912.01852_0_2', '1912.01852_0_1']","['Introduction', 'Introduction', 'Introduction']",0.5,True,0.0,exp4_chunksize,256
f875337f2ecd686cd7789e111174d0f14972638d,1611.02988,Which existing benchmarks did they compare to?,Affective Text Fairy Tales ISEAR,I don't know,"['1611.02988_10_0', '1611.02988_1_1', '1611.02988_3_0']","['Results on development set', 'Facebook reactions as labels', 'Affective Text dataset']",0.5,True,0.3333,exp4_chunksize,256
b66c9a4021b6c8529cac1a2b54dacd8ec79afa5f,1909.08089,What do they mean by global and local context?,"global (the whole document) local context (e.g., the section/topic)","Global context refers to the representation of the whole document, while local context refers to the representation of a specific topic or section within the document.","['1909.08089_16_0', '1909.08089_9_0', '1909.08089_0_2']","['Ablation Study', 'Decoder', 'Introduction']",0.07407407407407407,False,0.6111,exp4_chunksize,256
3604c4fba0a82d7139efd5ced47612c90bd10601,2001.10179,"Is their implementation on CNN-DSA compared to GPU implementation in terms of power consumption, accuracy and speed?",no,"I don't know. The context only mentions a comparison with FPGA, but not GPU.","['2001.10179_1_0', '2001.10179_8_0', '2001.10179_0_0']","['Super Characters for Multi-modal Sentiment Analysis and Low-Power Hardware Solution', 'Experiments ::: Experimental Results', 'Introduction']",0.0,True,0.5,exp4_chunksize,256
63a1cbe66fd58ff0ead895a8bac1198c38c008aa,1912.08960,Which existing models are evaluated?,Show&Tell and LRCN1u,LRCN1u model.,"['1912.08960_10_0', '1912.08960_4_0', '1912.08960_7_0']","['Discussions and Conclusions', 'GTD Evaluation Framework ::: Grammaticality', 'Experimental Setup ::: Datasets']",0.0,False,0.5,exp4_chunksize,256
1beb4a590fa6127a138f4ed1dd13d5d51cc96809,1610.08815,What are the network's baseline features?,The features extracted from CNN.,"word n-grams, skipgrams and character n-grams.","['1610.08815_15_2', '1610.08815_12_1', '1610.08815_4_0']","['Testing Generalizability of the Models and Discussions', 'Results on Dataset 1', 'General CNN Framework']",0.0,False,0.8333,exp4_chunksize,256
f17ca24b135f9fe6bb25dc5084b13e1637ec7744,1804.05918,What discourse relations does it work best/worst for?,explicit discourse relations,I don't know,"['1804.05918_6_0', '1804.05918_0_0', '1804.05918_4_0']","['Dataset and Preprocessing', 'Introduction', 'Untie Parameters in the Softmax Prediction Layer (Implicit vs. Explicit)']",0.5,True,0.0,exp4_chunksize,256
4bc2784be43d599000cb71d31928908250d4cef3,2002.01664,What is the GhostVLAD approach?,extension of the NetVLAD adds Ghost clusters along with the NetVLAD clusters,"The GhostVLAD approach is an extension of the NetVLAD approach, which adds Ghost clusters along with the NetVLAD clusters to map noisy or irrelevant content into ghost clusters.","['2002.01664_3_0', '2002.01664_0_2', '2002.01664_6_1']","['POOLING STRATEGIES ::: GhostVLAD pooling', 'INTRODUCTION', 'EXPERIMENTS']",0.0,False,0.9565,exp4_chunksize,256
90159e143487505ddc026f879ecd864b7f4f479e,1909.06522,How much of the ASR grapheme set is shared between languages?,Little overlap except common basic Latin alphabet and that Hindi and Marathi languages use same script.,I don't know.,"['1909.06522_0_1', '1909.06522_0_2', '1909.06522_10_1']","['Introduction', 'Introduction', 'Experiments ::: Data']",0.5,True,0.0,exp4_chunksize,256
8a0a51382d186e8d92bf7e78277a1d48958758da,1908.11546,How better is gCAS approach compared to other approaches?,"For entity  F1 in the movie, taxi and restaurant domain it results in scores of 50.86, 64, and 60.35. For success, it results it outperforms in the movie and restaurant domain with scores of 77.95 and 71.52",gCAS outperforms other methods in Entity F$_1$ in all three domains and in Success F$_1$ in the movie and restaurant domains.,"['1908.11546_6_3', '1908.11546_6_0', '1908.11546_6_1']","['Experiments ::: Result and Error Analysis', 'Experiments ::: Result and Error Analysis', 'Experiments ::: Result and Error Analysis']",0.0,False,1.0,exp4_chunksize,256
cc850bc8245a7ae790e1f59014371d4f35cd46d7,1703.10344,How do they determine the exact section to use the input article?,They use a multi-class classifier to determine the section it should be cited,"They determine the exact section to use the input article by taking into account all 'relevant' pairs and finding the correct section for the article in the entity's profile, using the article–section placement task formalized in Equation EQREF15.","['1703.10344_3_0', '1703.10344_5_3', '1703.10344_6_1']","['Approach Overview', 'Article–Entity Placement', 'Article–Section Placement']",0.0,False,0.6333,exp4_chunksize,256
45f7c03a686b68179cadb1413c5f3c1d373328bd,2004.01862,What is the CORD-19 dataset?,"which contains over 45,000 scholarly articles, including over 33,000 with full text, about COVID-19, SARS-CoV-2, and related coronaviruses","The CORD-19 dataset contains over 45,000 scholarly articles, including over 33,000 with full text, about COVID-19, SARS-CoV-2, and related coronaviruses.","['2004.01862_1_0', '2004.01862_0_2', '2004.01862_0_1']","['Dataset', 'Introduction', 'Introduction']",0.0,False,1.0,exp4_chunksize,256
c77359fb9d3ef96965a9af0396b101f82a0a9de6,1909.00105,How did they obtain the interactions?,from Food.com,I don't know.,"['1909.00105_2_0', '1909.00105_2_3', '1909.00105_2_1']","['Approach', 'Approach', 'Approach']",0.0,True,0.0,exp4_chunksize,256
54830abe73fef4e629a36866ceeeca10214bd2c8,1909.09551,How they utilize LDA and Gibbs sampling to evaluate ISWC and WWW publications?,"the LDA approaches to recommendation systems and given the importance of research, we have studied recent impressive articles on this subject and presented a taxonomy of recommendation systems based on LDA of the recent research we evaluated ISWC and WWW conferences articles from DBLP website and used the Gibbs sampling algorithm as an evaluation parameter",They used the Gibbs sampling algorithm as an evaluation parameter to evaluate ISWC and WWW conferences articles from DBLP website.,"['1909.09551_13_0', '1909.09551_10_0', '1909.09551_4_0']","['Discussion, Open Issues and Future Directions', 'Experiment: Semantic Discovery and researchers behavior analysis ::: Dataset', 'Topic model based on recommendation systems: Recent research ::: Topic model based on scientific paper recommendation']",0.0,False,0.85,exp4_chunksize,256
7aa8375cdf4690fc3b9b1799b0f5a9ec1c1736ed,1809.08731,Is ROUGE their only baseline?,"No, other baseline metrics they use besides ROUGE-L are n-gram overlap, negative cross-entropy, perplexity, and BLEU.",I don't know.,"['1809.08731_14_0', '1809.08731_11_0', '1809.08731_11_2']","['Incorporation of Given References', 'Results and Discussion', 'Results and Discussion']",0.5,True,0.0,exp4_chunksize,256
55139fcfe04ce90aad407e2e5a0067a45f31e07e,1806.04511,how did the authors translate the reviews to other languages?,Using Google translation API.,I don't know.,"['1806.04511_5_0', '1806.04511_6_0', '1806.04511_6_1']","['Experimental Results', 'Discussion', 'Discussion']",0.5,True,0.0,exp4_chunksize,256
4d28c99750095763c81bcd5544491a0ba51d9070,1909.04002,What kind of celebrities do they obtain tweets from?,"Amitabh Bachchan, Ariana Grande, Barack Obama, Bill Gates, Donald Trump,
Ellen DeGeneres, J K Rowling, Jimmy Fallon, Justin Bieber, Kevin Durant, Kim Kardashian, Lady Gaga, LeBron James,Narendra Modi, Oprah Winfrey",Twitter celebrities.,"['1909.04002_0_0', '1909.04002_0_2', '1909.04002_0_1']","['Introduction', 'Introduction', 'Introduction']",0.0,False,1.0,exp4_chunksize,256
a130aa735de3b65c71f27018f20d3c068bafb826,1910.04887,How big is data provided by this research?,16k images and 740k corresponding region descriptions,"The data provided by this research includes:

- 16k images and 740k region descriptions from the Visual Genome (VG) dataset
- 9k images and 54k referring expressions from the ReferIt dataset
- 1.73M samples for the instance selection model from the VG dataset
- 300K samples for validation and testing of the instance selection model","['1910.04887_5_0', '1910.04887_4_0', '1910.04887_4_1']","['Results', 'Methods ::: Data and Training Details', 'Methods ::: Data and Training Details']",0.0,False,0.8286,exp4_chunksize,256
33f72c8da22dd7d1378d004cbd8d2dcd814a5291,1804.11297,What is the metric that is measures in this paper?,error rate in a minimal pair ABX discrimination task,Normalized Edit Distance (NED) and Coverage.,"['1804.11297_7_1', '1804.11297_3_0', '1804.11297_9_0']","['Applications to fully unsupervised setting', 'ABnet', 'Acknowledgements']",0.0,False,0.8333,exp4_chunksize,256
e829f008d62312357e0354a9ed3b0827c91c9401,2001.05493,Which psycholinguistic and basic linguistic features are used?,"Emotion Sensor Feature, Part of Speech, Punctuation, Sentiment Analysis, Empath, TF-IDF Emoticon features","Normalized frequency of POS tags, Emoticons, Sentiment polarity obtained from VADER Sentiment Analysis, and Controlled Topical Signals from Empath.","['2001.05493_0_6', '2001.05493_0_7', '2001.05493_0_1']","['Introduction', 'Introduction', 'Introduction']",0.0,False,0.8235,exp4_chunksize,256
8486e06c03f82ebd48c7cfbaffaa76e8b899eea5,2004.02083,How was annotation done?, hand-curated collection of complete inflection tables for 198 lemmata,I don't know.,"['2004.02083_5_0', '2004.02083_0_0', '2004.02083_7_0']","['Baseline Results ::: Inflectional realization', 'Introduction', 'Baseline Results ::: Lemmatization']",0.5,True,0.0,exp4_chunksize,256
7aab78e90ba1336950a2b0534cc0cb214b96b4fd,1804.06506,How are the auxiliary signals from the morphology table incorporated in the decoder?,an additional morphology table including target-side affixes. We inject the decoder with morphological properties of the target language.,"The auxiliary signals from the morphology table are incorporated in the decoder through a mechanism that allows the decoder to update the table according to its actual needs. This is achieved by back-propagating the error computed in the second output channel to the network, including the morphology table, and updating its affix information.","['1804.06506_8_4', '1804.06506_5_0', '1804.06506_7_3']","['Experimental Results', 'Combining the Extended Output Layer and the Embedded Morphology Table', 'Experimental Setting']",0.037037037037037035,False,0.7895,exp4_chunksize,256
521a7042b6308e721a7c8046be5084bc5e8ca246,1810.13024,What is a confusion network or lattice?,"graph-like structures where arcs connect nodes representing multiple hypothesized words, thus allowing multiple incoming arcs unlike 1-best sequences",I don't know.,"['1810.13024_0_1', '1810.13024_3_2', '1810.13024_0_2']","['Introduction', 'Experiments', 'Introduction']",0.5,True,0.0,exp4_chunksize,256
b6ffa18d49e188c454188669987b0a4807ca3018,1906.11180,What is the reasoning method that is used?,SPARQL,SPARQL queries and reasoning.,"['1906.11180_1_0', '1906.11180_4_0', '1906.11180_1_1']","['Problem Statement', 'Sampling and Training', 'Problem Statement']",0.0,False,0.75,exp4_chunksize,256
5bb3c27606c59d73fd6944ba7382096de4fa58d8,1912.13337,Do they focus on Reading Comprehension or multiple choice question answering?,MULTIPLE CHOICE QUESTION ANSWERING,They focus on multiple-choice question answering.,"['1912.13337_0_0', '1912.13337_0_1', '1912.13337_12_2']","['Introduction', 'Introduction', 'Probing Methodology and Modeling ::: Task Definition and Modeling ::: Baselines and Sanity Checks.']",0.0,False,0.6667,exp4_chunksize,256
ee9b95d773e060dced08705db8d79a0a6ef353da,1909.00183,How are content clusters used to improve the prediction of incident severity?,they are used as additional features in a supervised classification task,We have used our clusters within a supervised classifier to predict the degree of harm of an incident based only on free-text descriptions.,"['1909.00183_15_0', '1909.00183_15_1', '1909.00183_15_3']","['Discussion', 'Discussion', 'Discussion']",0.08333333333333333,False,1.0,exp4_chunksize,256
729694a9fe1e05d329b7a4078a596fe606bc5a95,1904.10503,What results do they achieve using their proposed approach?,"F-1 score on the OntoNotes is 88%, and it is 53% on Wiki (gold).","The total F-1 score on the OntoNotes dataset is 88%, and the total F-1 cross-validation score on the Wiki(gold) dataset is 53%.","['1904.10503_2_0', '1904.10503_1_0', '1904.10503_6_0']","['Evaluation Metrics', 'Datasets', 'Results']",0.0,False,1.0,exp4_chunksize,256
182c7919329bc5678cf0c79687a66c0f7782577e,1707.07922,How does the model recognize entities and their relation to answers at inference time when answers are not accessible?,gating function Dynamic Memory,I don't know.,"['1707.07922_5_1', '1707.07922_0_0', '1707.07922_5_0']","['Analysis', 'Introduction', 'Analysis']",0.5,True,0.0,exp4_chunksize,256
9f5507a8c835c4671020d7d310fff2930d44e75a,1805.04570,What languages are explored?,"Danish/Swedish (da/sv), Russian/Bulgarian (ru/bg), Finnish/Hungarian (fi/hu), Spanish/Portuguese (es/pt)","Danish, Swedish, Russian, Bulgarian, Finnish, Hungarian, Spanish, Portuguese.","['1805.04570_11_0', '1805.04570_0_0', '1805.04570_15_0']","['Dataset', 'Introduction', 'What is the Model Learning?']",0.0,False,0.125,exp4_chunksize,256
